city,idx,name,img,w,h,ratio,bytes,page,credit,reason
santiago,3,Gran Torre Santiago (Costanera Center),images/landmarks/santiago-cl-gran-torre-santiago-costanera-center.webp,1199,1600,0.749,154000,https://commons.wikimedia.org/wiki/File:Gran_Torre_Santiago_y_complejo_Costanera_Center.jpg,,tall-portrait
wuyishan,0,Nine-Bend Stream (Jiuqu Xi) Bamboo Rafting,images/landmarks/wuyishan-nine-bend-stream-jiuqu-xi-bamboo-rafting.webp,1199,1600,0.749,438954,https://commons.wikimedia.org/wiki/File:China_Wuyishan_River_Rafting.jpg,,tall-portrait
timbuktu,5,René Caillié House,images/landmarks/timbuktu-rene-caillie-house.webp,240,320,0.75,18020,https://commons.wikimedia.org/wiki/File:Timbuktu_Caille_House_Street_Scene.jpg,,low-res+small-file
agadir,2,Souk El Had,images/landmarks/agadir-souk-el-had.webp,336,448,0.75,30902,https://commons.wikimedia.org/wiki/File:C360_2015-04-28-16-25-59_-_Copie.jpg,,low-res
naples,8,Cappella Sansevero,images/landmarks/naples-cappella-sansevero.webp,375,500,0.75,35530,https://en.wikipedia.org/wiki/Cappella%20Sansevero,,low-res
pilsen,7,Patton Memorial Pilsen,images/landmarks/pilsen-patton-memorial.webp,400,533,0.75,23008,https://commons.wikimedia.org/wiki/File:Patton_Memorial_Pilsen-exterier_(Plze%C5%88).jpg,,low-res+small-file
bariloche,6,Isla Victoria,images/landmarks/bariloche-isla-victoria.webp,450,600,0.75,52236,https://commons.wikimedia.org/wiki/File:100_5407_Pinares_de_la_Isla_Victoria_den_San_Carlos_de_Bariloche.jpg,,low-res
cork,0,The English Market,images/landmarks/cork-the-english-market.webp,480,640,0.75,78012,https://commons.wikimedia.org/wiki/File:Princes_Street_Indoor_Market_-_geograph.org.uk_-_595328.jpg,,low-res
halifax,9,Africville,images/landmarks/halifax-africville.webp,480,640,0.75,85598,https://en.wikipedia.org/wiki/Africville,,low-res
houmt-el-souk,6,Guellala Museum (Djerba Heritage Museum),images/landmarks/houmt-el-souk-guellala-museum.webp,480,640,0.75,30014,https://commons.wikimedia.org/wiki/File:Guellala_Museum.jpg,,low-res
liberia,4,Museo de Guanacaste,images/landmarks/liberia-museo-de-guanacaste.webp,480,640,0.75,34124,https://commons.wikimedia.org/wiki/File:Pilar_antropomorfo-Guanacaste-Costa_Rica.JPG,,low-res
playa-del-carmen,9,Coco Bongo,images/landmarks/playa-del-carmen-coco-bongo.webp,480,640,0.75,52996,"https://commons.wikimedia.org/wiki/File:Coco_Bongo,_Playa_del_Carmen._-_panoramio.jpg",,low-res
porto,4,Clérigos Tower,images/landmarks/porto-clerigos-tower.webp,480,640,0.75,47316,"https://commons.wikimedia.org/wiki/File:Clerigos_Tower,_Porto,_Portugal.JPG",,low-res
sa-pa,9,Ta Phin Village,images/landmarks/sa-pa-ta-phin-village.webp,480,640,0.75,32920,https://commons.wikimedia.org/wiki/File:Sapa_Ta_Phin.jpg,,low-res
windhoek,7,Zoo Park,images/landmarks/windhoek-zoo-park.webp,480,640,0.75,52454,https://commons.wikimedia.org/wiki/File:Windhoek_Zoo_Park_War_Memorial_2002.jpg,,low-res
beirut,1,Mohammad Al-Amin Mosque,images/landmarks/beirut-mohammad-al-amin-mosque.webp,493,657,0.75,37214,https://en.wikipedia.org/wiki/Mohammad_Al-Amin_Mosque,,low-res
jeddah,9,Al Shallal Theme Park,images/landmarks/jeddah-al-shallal-theme-park.webp,500,667,0.75,46252,https://commons.wikimedia.org/wiki/File:Al_Shallal_Roller_Coaster_as_seen_from_the_AlShallal_Marine_Lake.jpg,,low-res
tampere,2,Pyynikki Observation Tower,images/landmarks/tampere-pyynikki-observation-tower.webp,540,720,0.75,68268,https://commons.wikimedia.org/wiki/File:Pyynikki_observation_tower.jpg,,low-res
brno,6,Capuchin Crypt,images/landmarks/brno-capuchin-crypt.webp,600,800,0.75,58566,https://commons.wikimedia.org/wiki/File:Brno_CZ_Crypt_at_the_Capuchin_Monastery_01.jpg,,low-res
durres,6,Royal Villa of Durrës (King Zog's Palace),images/landmarks/durres-royal-villa-of-durres-king-zog-s-palace.webp,600,800,0.75,56106,https://commons.wikimedia.org/wiki/File:Palace_of_king_Zog_durres.jpg,,low-res
ko-samui,0,Big Buddha Temple (Wat Phra Yai),images/landmarks/ko-samui-big-buddha-temple.webp,600,800,0.75,71292,https://commons.wikimedia.org/wiki/File:Big_Buddha_Statue_at_Wat_Phra_Yai.jpg,,low-res
rio-de-janeiro,7,Theatro Municipal,images/landmarks/rio-de-janeiro-theatro-municipal.webp,600,800,0.75,145588,"https://commons.wikimedia.org/wiki/File:Teatro_Municipal_do_Rio_de_Janeiro,_Fevereiro_2006.jpg",,low-res
salta,1,Catedral Basílica de Salta,images/landmarks/salta-catedral-basilica-de-salta.webp,600,800,0.75,47484,https://commons.wikimedia.org/wiki/File:Catedral_de_Salta_1.jpg,,low-res
phitsanulok,4,Buranathai Buddha Image Foundry,images/landmarks/phitsanulok-buranathai-buddha-image-foundry.webp,634,845,0.75,61470,https://commons.wikimedia.org/wiki/File:Phitsanulok_Foundry.jpg,,low-res
la-paz,6,Calle Jaén,images/landmarks/la-paz-calle-jaen.webp,640,853,0.75,60578,https://commons.wikimedia.org/wiki/File:La_Paz-Calle_Jaen.jpg,,low-res
dar-es-salaam,1,Askari Monument,images/landmarks/dar-es-salaam-askari-monument.webp,684,912,0.75,106326,https://commons.wikimedia.org/wiki/File:The_Askari_Monument_in_Dar_es_Salaam.jpg,,low-res
charlotte-amalie,6,Blackbeard's Castle (Skytsborg Tower),images/landmarks/charlotte-amalie-blackbeards-castle.webp,720,960,0.75,75958,https://commons.wikimedia.org/wiki/File:Blackbeard%27s_Castle_in_Charlotte_Amalie.jpg,,low-res
dakar,6,Museum of Black Civilizations,images/landmarks/dakar-museum-of-black-civilizations.webp,720,960,0.75,60648,https://commons.wikimedia.org/wiki/File:Mus%C3%A9e_civilisations_noires_Dakar.jpg,,low-res
potosi,3,Torre de la Compania de Jesus,images/landmarks/potosi-torre-compania-jesus.webp,720,960,0.75,107898,https://commons.wikimedia.org/wiki/File:Torre_Compa%C3%B1ia_de_Jesus_Potosi_-_Bolivia.jpg,,low-res
phuket,7,Kata Beach,images/landmarks/phuket-kata-beach.webp,750,1000,0.75,91080,"https://commons.wikimedia.org/wiki/File:Kata_Beach,_Phuket.jpg",,low-res
taupo,2,Mine Bay Māori Rock Carvings,images/landmarks/taupo-mine-bay-maori-rock-carvings.webp,750,1000,0.75,224428,https://commons.wikimedia.org/wiki/File:01_New_Zealand_Carving_Taupo_Maori.jpg,,low-res
charlotte-amalie,2,99 Steps,images/landmarks/charlotte-amalie-99-steps.webp,768,1024,0.75,177038,https://commons.wikimedia.org/wiki/File:The_99_Steps_-_geograph.org.uk_-_7482245.jpg,,low-res
denver,8,16th Street Mall,images/landmarks/denver-16th-street-mall.webp,768,1024,0.75,177466,https://commons.wikimedia.org/wiki/File:2006-04-23_-_16th_Street_Mall_from_D%26F_Tower.jpg,,low-res
gustavia,6,Notre-Dame de l'Assomption Catholic Church,images/landmarks/gustavia-notre-dame-de-lassomption.webp,768,1024,0.75,113732,https://commons.wikimedia.org/wiki/File:Church_of_Our_Lady_of_the_Assumption_(49910950296).jpg,,low-res
hangzhou,9,Baochu Pagoda,images/landmarks/hangzhou-baochu-pagoda.webp,768,1024,0.75,123466,https://commons.wikimedia.org/wiki/File:BaoChuTa.jpg,,low-res
la-serena,2,La Recova Market,images/landmarks/la-serena-la-recova-market.webp,768,1024,0.75,227392,https://commons.wikimedia.org/wiki/File:Tienda_de_productos_artesanales_en_La_Recova.jpg,,low-res
libreville,5,Église Saint-Michel de Nkembo,images/landmarks/libreville-eglise-saint-michel.webp,768,1024,0.75,135646,https://commons.wikimedia.org/wiki/File:Eglise_Saint-Michel_de_Nkembo_(31225192077).jpg,,low-res
olomouc,0,Holy Trinity Column,images/landmarks/olomouc-holy-trinity-column.webp,768,1024,0.75,87264,https://commons.wikimedia.org/wiki/File:Holy_Trinity_Column.jpg,,low-res
sao-tome,6,Pico Cão Grande,images/landmarks/sao-tome-pico-cao-grande.webp,768,1024,0.75,133000,https://commons.wikimedia.org/wiki/File:S%C3%A3o_Tom%C3%A9_-_Pico_C%C3%A3o_Grande.jpg,,low-res
takamatsu,7,Setoshirube (Red Lighthouse),images/landmarks/takamatsu-setoshirube-red-lighthouse.webp,768,1024,0.75,64218,https://commons.wikimedia.org/wiki/File:TakamatsuAkaToudai.jpg,,low-res
bamako,5,Monument de l'Indépendance,images/landmarks/bamako-monument-de-lindependance.webp,780,1040,0.75,55164,https://commons.wikimedia.org/wiki/File:MONUMENT%20DE%20L%27IND%C3%89PENDANCE%20DU%20MALI.jpg,,low-res
san-salvador,2,Monumento al Divino Salvador del Mundo,images/landmarks/san-salvador-monumento-al-divino-salvador-del-mundo.webp,450,599,0.751,29880,https://commons.wikimedia.org/wiki/File:Salvadordelmundo.jpg,,low-res
manado,6,Museum Negeri Sulawesi Utara,images/landmarks/manado-museum-negeri-sulawesi-utara.webp,500,666,0.751,36496,https://commons.wikimedia.org/wiki/File:Pameran_Museum_-_Museum_Negeri_Sulawesi_Utara.pdf,,low-res
bamako,2,BCEAO Tower,images/landmarks/bamako-bceao-tower.webp,584,778,0.751,22556,https://commons.wikimedia.org/wiki/File:BCEAO%20tower%20Bamako.jpg,,low-res+small-file
regensburg,8,Schottenkirche St. Jakob,images/landmarks/regensburg-schottenkirche.webp,482,640,0.753,43738,https://commons.wikimedia.org/wiki/File:Schottenkirche_St._Jakob_in_Regensburg_-_geo.hlipp.de_-_10291.jpg,,low-res
alice-springs,7,Standley Chasm (Angkerle Atwatye),images/landmarks/alice-springs-standley-chasm.webp,609,800,0.761,97432,https://commons.wikimedia.org/wiki/File:Standley_Chasm.jpg,,low-res
abuja,3,National Christian Centre,images/landmarks/abuja-national-christian-centre.webp,719,945,0.761,29836,"https://commons.wikimedia.org/wiki/File:Catedral_Nacional_em_Abuja,_Nigéria.jpg",,low-res
port-elizabeth,6,South End Museum,images/landmarks/port-elizabeth-south-end-museum.webp,780,1024,0.762,113342,https://commons.wikimedia.org/wiki/File:Port_Elizabeth_South_End_Museum_facade.JPG,,low-res
hualien-city,3,Qingshui Cliffs,images/landmarks/hualien-city-qingshui-cliffs.webp,590,771,0.765,83372,https://commons.wikimedia.org/wiki/File:Qingshui_Cliff.jpg,,low-res
leon,7,Iglesia de San Francisco,images/landmarks/leon-iglesia-de-san-francisco.webp,628,820,0.766,54848,https://en.wikipedia.org/wiki/Francisco%20Le%C3%B3n%20de%20la%20Barra,,low-res
denizli,6,Delikliçınar Square and the Denizli Rooster Statue,images/landmarks/denizli-deliklic-nar-square-and-the-denizli-rooster-statue.webp,780,1016,0.768,109582,https://en.wikipedia.org/wiki/Denizli_chicken,,low-res
hamilton,4,City Hall and Arts Centre,images/landmarks/hamilton-bermuda-city-hall-arts-centre.webp,372,480,0.775,25444,"https://commons.wikimedia.org/wiki/File:City_Hall_in_Hamilton,_Bermuda.jpg",,low-res
sao-paulo,6,Avenida Paulista,images/landmarks/sao-paulo-avenida-paulista.webp,700,894,0.783,33442,https://commons.wikimedia.org/wiki/File:Avenida_Paulista_Skyline_2012.jpg,,low-res
porto-seguro,7,Marco do Descobrimento,images/landmarks/porto-seguro-marco-do-descobrimento.webp,615,774,0.795,65152,https://commons.wikimedia.org/wiki/File:Detalhe_do_Marco_do_Descobrimento_em_Porto_Seguro.png,,low-res
karakol,4,Przhevalsky Memorial Museum,images/landmarks/karakol-przhevalsky-memorial-museum.webp,628,789,0.796,45486,https://en.wikipedia.org/wiki/Nikolay_Przhevalsky,,low-res
tashkent,4,Independence Square (Mustaqillik Maydoni),images/landmarks/tashkent-independence-square-mustaqillik-maydoni.webp,720,905,0.796,85436,https://commons.wikimedia.org/wiki/File:Mustaqillik_maydoni_01.05.2024.jpg,,low-res
san-pedro-sula,5,Cascadas de Pulhapanzak,images/landmarks/san-pedro-sula-cascadas-de-pulhapanzak.webp,750,938,0.8,61540,https://commons.wikimedia.org/wiki/File:Cataratas_Pulhapanzak_~_Honduras.jpg,,low-res
funafuti,3,Funafuti Lagoon,images/landmarks/funafuti-lagoon.webp,1065,1331,0.8,23264,"https://commons.wikimedia.org/wiki/File:Funafuti_Atoll,_Tuvalu_(153047_-_funafuti_oli_20230928_lrg).jpg",,small-file
charlotte-amalie,4,St. Thomas Synagogue,images/landmarks/charlotte-amalie-st-thomas-synagogue.webp,433,537,0.806,57850,"https://commons.wikimedia.org/wiki/File:Synagogue_of_Beracha_Veshalom_Vegemiluth_Hasidim,_Krystalgade_16A_%26_B,_Charlotte_Amalie_(St._Thomas_County,_Virgin_Islands).jpg",,low-res
mar-del-plata,2,Sea lion colony at Banquina de Pescadores,images/landmarks/mar-del-plata-sea-lion-colony-banquina.webp,785,956,0.821,120756,https://commons.wikimedia.org/wiki/File:Lobos_marinos_en_el_puerto_de_Mar_del_Plata.jpg,,low-res
tabriz,9,Jameh Mosque of Tabriz,images/landmarks/tabriz-jameh-mosque-of-tabriz.webp,720,837,0.86,139220,https://commons.wikimedia.org/wiki/File:Jameh_mosque_of_Tabriz.jpg,,low-res
doha,8,Aspire Tower (Torch Doha),images/landmarks/doha-aspire-tower-torch-doha.webp,319,359,0.889,10876,https://en.wikipedia.org/wiki/Aspire_Tower,,low-res+small-file
brazzaville,7,Stade Alphonse Massamba-Débat,images/landmarks/brazzaville-stade-alphonse-massamba-debat.webp,725,800,0.906,60228,https://en.wikipedia.org/wiki/Stade_Alphonse_Massemba-Débat,,low-res
bridgetown,1,St. Michael's Cathedral,images/landmarks/bridgetown-st-michael-s-cathedral.webp,446,490,0.91,45860,"https://commons.wikimedia.org/wiki/File:CATHEDRAL_CHURCH_OF_ST._MICHAEL_AND_ALL_ANGELS,_BRIDGETOWN,_BARBADOS.jpg",,low-res
kelowna,5,Father Pandosy Mission,images/landmarks/kelowna-father-pandosy-mission.webp,200,218,0.917,5882,https://en.wikipedia.org/wiki/Father_Pandosy,,low-res+small-file
ta-if,2,Souk Okaz,images/landmarks/taif-souk-okaz.webp,798,869,0.918,47860,https://commons.wikimedia.org/wiki/File:%D8%B3%D9%88%D9%82_%D8%B9%D9%83%D8%A7%D8%B8.JPG,,low-res
irkutsk,2,Kazan Church (Church of Our Lady of Kazan),images/landmarks/irkutsk-kazan-church-church-of-our-lady-of-kazan.webp,700,758,0.923,42696,https://commons.wikimedia.org/wiki/File:Kazansky_Church_Irkutsk.jpg,,low-res
antsiranana,3,Tsingy Rouge,images/landmarks/antsiranana-tsingy-rouge.webp,400,428,0.935,37588,https://commons.wikimedia.org/wiki/File:Tsingy_Rouge-Ankarangona.jpg,,low-res
bodrum,1,Mausoleum at Halicarnassus,images/landmarks/bodrum-mausoleum-at-halicarnassus.webp,561,600,0.935,34922,https://en.wikipedia.org/wiki/Mausoleum_at_Halicarnassus,,low-res
bridgetown,7,National Heroes Square,images/landmarks/bridgetown-national-heroes-square.webp,430,458,0.939,40604,https://en.wikipedia.org/wiki/National_Heroes_Square,,low-res
port-moresby,3,Owers' Corner (Kokoda Track trailhead),images/landmarks/port-moresby-owers-corner.webp,498,528,0.943,35114,https://commons.wikimedia.org/wiki/File:Owers_Corner.jpg,,low-res
port-of-spain,8,Lion House,images/landmarks/port-of-spain-lion-house.webp,1280,1354,0.945,18494,https://en.wikipedia.org/wiki/Lion_(heraldry),,small-file
rostock,0,St.-Marien-Kirche (St Mary's Church),images/landmarks/rostock-st-marien-kirche-st-marys-church.webp,790,800,0.988,73250,https://commons.wikimedia.org/wiki/File:Rostock_St._Marien_Kirche_4.jpg,,low-res
caracas,4,Capitolio Nacional,images/landmarks/caracas-capitolio-nacional.webp,599,603,0.993,71152,"https://commons.wikimedia.org/wiki/File:Vista_frontal_del_Capitolio_de_Caracas,_Venezuela.jpg",,low-res
mytilene,6,Theophilos Museum,images/landmarks/mytilene-theophilos-museum.webp,329,331,0.994,35268,https://en.wikipedia.org/wiki/Theophilos_Hatzimihail,,low-res
bonn,9,University of Bonn Main Building,images/landmarks/bonn-university-of-bonn-main-building.webp,330,330,1.0,18050,https://en.wikipedia.org/wiki/University_of_Bonn,,low-res+small-file
mytilene,2,Ancient Theatre of Mytilene,images/landmarks/mytilene-ancient-theatre-of-mytilene.webp,339,339,1.0,34262,https://commons.wikimedia.org/wiki/File:Ancient_Theatre_of_Mytilene.jpg,,low-res
libreville,7,Marché du Mont-Bouët,images/landmarks/libreville-marche-du-mont-bouet.webp,500,500,1.0,49434,https://en.wikipedia.org/wiki/Mont-Bou%C3%ABt,,low-res
xi-an,8,Small Wild Goose Pagoda,images/landmarks/xian-small-wild-goose-pagoda.webp,544,544,1.0,51234,https://commons.wikimedia.org/wiki/File:Xi%27anwildgoosepagoda2.JPG,,low-res
batumi,9,Orta Jame Mosque and Old Batumi,images/landmarks/batumi-orta-jame-mosque.webp,640,640,1.0,78950,https://commons.wikimedia.org/wiki/File:Batumi_Mosque_Entrance.jpg,,low-res
nantes,9,Trentemoult,images/landmarks/nantes-trentemoult.webp,640,640,1.0,39470,"https://commons.wikimedia.org/wiki/File:La_jolie_maison_rouge_de_Trentemoult,_Nantes_(15551496631).jpg",,low-res
pretoria,2,Church Square,images/landmarks/pretoria-church-square.webp,640,640,1.0,97150,"https://commons.wikimedia.org/wiki/File:Church_Square,_Pretoria.jpg",,low-res
nakhon-ratchasima,0,Thao Suranari Monument (Ya Mo),images/landmarks/nakhon-ratchasima-thao-suranari-monument.webp,1200,1200,1.0,19988,https://commons.wikimedia.org/wiki/File:Thao_Suranari_Monument.JPG,,small-file
gondar,9,Ras Mikael Sehul's Palace,images/landmarks/gondar-ras-mikael-sehul-s-palace.webp,408,406,1.005,38686,https://en.wikipedia.org/wiki/Mikael%20Sehul,,low-res
majuro,4,Marshall Islands Capitol Building,images/landmarks/majuro-capitol-building.webp,600,597,1.005,41516,https://commons.wikimedia.org/wiki/File:Marshall_Islands_Capital_Building.png,,low-res
karbala,8,Lake Razzaza (Milh Lake),images/landmarks/karbala-lake-razzaza.webp,639,635,1.006,116576,https://commons.wikimedia.org/wiki/File:Lake_milh.jpg,,low-res
freetown,3,St. George's Cathedral,images/landmarks/freetown-st-georges-cathedral.webp,497,492,1.01,44314,https://commons.wikimedia.org/wiki/File:St._George%27s_Cathedral_Freetown.jpg,,low-res
brazzaville,8,National Assembly Building,images/landmarks/brazzaville-national-assembly-building.webp,500,490,1.02,41706,https://en.wikipedia.org/wiki/National_Assembly_(Republic_of_the_Congo),,low-res
port-au-prince,2,Cathédrale Notre-Dame de l'Assomption,images/landmarks/port-au-prince-cathedrale-notre-dame.webp,402,392,1.026,24698,https://commons.wikimedia.org/wiki/File:Cath%C3%A9drale-Port-au-Prince_(before_1924).jpg,,low-res+small-file
medellin,2,Metrocable,images/landmarks/medellin-metrocable.webp,524,510,1.027,80354,https://commons.wikimedia.org/wiki/File:Metrocablemed.jpg,,low-res
osogbo,2,Suzanne Wenger House (Adunni Olorisha Trust),images/landmarks/osogbo-suzanne-wenger-house.webp,700,674,1.039,52362,https://commons.wikimedia.org/wiki/File:COLLECTIE_TROPENMUSEUM_Een_cementen_sculptuur_van_Adebisi_Akanji_bij_de_ingang_tot_het_huis_van_Susanne_Wenger_TMnr_20014554.jpg,,low-res
cusco,0,Plaza de Armas,images/landmarks/cusco-plaza-de-armas.webp,741,704,1.053,161346,https://commons.wikimedia.org/wiki/File:Plaza_de_Armas_-_Cusco.jpg,,low-res
kabul,3,Pul-e Khishti Mosque,images/landmarks/kabul-pul-e-khishti-mosque.webp,720,639,1.127,44282,https://commons.wikimedia.org/wiki/File:Pul-i-Khishti_Mosque.jpg,,low-res
amritsar,3,Akal Takht,images/landmarks/amritsar-akal-takht.webp,483,422,1.145,28730,https://commons.wikimedia.org/wiki/File:AkalTakhtGoldenTempleComplex.jpg,,low-res
tampa,2,Sunshine Skyway Bridge,images/landmarks/tampa-sunshine-skyway-bridge.webp,400,344,1.163,27182,https://commons.wikimedia.org/wiki/File:Sunshine_Skyway_Bridge.jpg,,low-res
monrovia,0,Providence Island,images/landmarks/monrovia-providence-island.webp,715,611,1.17,54602,https://commons.wikimedia.org/wiki/File:JOHNSTON(1907)_Providence_Island_in_Mesurado_Lagoon.jpg,,low-res
lamu,6,Swahili House Museum,images/landmarks/lamu-swahili-house-museum.webp,397,338,1.175,7364,https://en.wikipedia.org/wiki/Swahili_coast,,low-res+small-file
nadi,8,Vuda Marina,images/landmarks/nadi-vuda-marina.webp,568,480,1.183,21216,https://en.wikipedia.org/wiki/Vuda_Point,,low-res+small-file
salamanca,6,Casa Lis (Museo Art Nouveau y Art Déco),images/landmarks/salamanca-casa-lis.webp,400,336,1.19,41590,https://commons.wikimedia.org/wiki/File:Copia_de_FACHADA_NORTE.JPG,,low-res
ta-if,5,Abdullah Ibn Abbas Mosque,images/landmarks/taif-abdullah-ibn-abbas-mosque.webp,300,250,1.2,13432,https://commons.wikimedia.org/wiki/File:%D9%85%D8%B3%D8%AC%D8%AF_%D8%B9%D8%A8%D8%AF_%D8%A7%D9%84%D9%84%D9%87_%D8%A8%D9%86_%D8%A7%D9%84%D8%B9%D8%A8%D8%A7%D8%B3_%D8%A8%D8%A7%D9%84%D8%B7%D8%A7%D8%A6%D9%81.jpg,,low-res+small-file
morelia,1,The Aqueduct of Morelia,images/landmarks/morelia-the-aqueduct-of-morelia.webp,750,624,1.202,87084,https://commons.wikimedia.org/wiki/File:Mexico_Morelia_the_old_aqueduct_(6218040709).jpg,,low-res
bujumbura,0,Livingstone-Stanley Monument,images/landmarks/bujumbura-livingstone-stanley-monument.webp,343,281,1.221,22544,https://en.wikipedia.org/wiki/Livingstone%E2%80%93Stanley_Monument,,low-res+small-file
kinshasa,2,Palais de la Nation,images/landmarks/kinshasa-palais-de-la-nation.webp,602,487,1.236,66692,https://commons.wikimedia.org/wiki/File:Palais_de_la_nation.jpg,,low-res
montevideo,4,Rambla de Montevideo,images/landmarks/montevideo-rambla-de-montevideo.webp,500,403,1.241,8030,https://commons.wikimedia.org/wiki/File:Rambla_de_Montevideo_1.jpg,,low-res+small-file
durres,2,Durrës Archaeological Museum,images/landmarks/durres-durres-archaeological-museum.webp,300,240,1.25,2438,https://commons.wikimedia.org/wiki/File:Archaeological_Museum_of_Durrës.png,,low-res+small-file
lilongwe,7,Old Town Market,images/landmarks/lilongwe-old-town-market.webp,745,589,1.265,126942,https://commons.wikimedia.org/wiki/File:Lilongwe_market_closeup.JPG,,low-res
bariloche,8,Cerro Otto,images/landmarks/bariloche-cerro-otto.webp,760,590,1.288,60552,https://en.wikipedia.org/wiki/Cerro_Otto,,low-res
mashhad,6,Kooh Sangi Park,images/landmarks/mashhad-kooh-sangi-park.webp,615,473,1.3,82776,https://commons.wikimedia.org/wiki/File:Koohsagi1.jpg,,low-res
bishkek,4,Victory Square,images/landmarks/bishkek-victory-square.webp,400,307,1.303,28696,"https://en.wikipedia.org/wiki/Victory_Square,_Bishkek",,low-res
leon,1,Museo de Arte Fundación Ortiz-Gurdián,images/landmarks/leon-museo-ortiz-gurdian.webp,741,563,1.316,32136,https://commons.wikimedia.org/wiki/File:Museoleonnicaragua.JPG,,low-res
copenhagen,4,Rosenborg Castle,images/landmarks/copenhagen-rosenborg-castle.webp,661,502,1.317,33130,https://commons.wikimedia.org/wiki/File:Rosenborg_cph.jpg,,low-res
mashhad,8,Harooniyeh Monument (Tus),images/landmarks/mashhad-harooniyeh-monument-tus.webp,539,409,1.318,29174,https://commons.wikimedia.org/wiki/File:Haruniyeh.JPG,,low-res
baguio,5,BenCab Museum,images/landmarks/baguio-bencab-museum.webp,1200,904,1.327,18016,https://commons.wikimedia.org/wiki/File:Fog%20outside%20BenCab%20Museum%2C%20Tuba%2C%20Benguet.jpg,,small-file
qinhuangdao,3,Mengjiangnü Temple,images/landmarks/qinhuangdao-mengjiangnu-temple.webp,681,512,1.33,39912,https://commons.wikimedia.org/wiki/File:Temple_de_Meng_Jiangn%C3%BC.jpg,,low-res
antsiranana,5,Ramena Beach,images/landmarks/antsiranana-ramena-beach.webp,450,338,1.331,17260,https://commons.wikimedia.org/wiki/File:Ramena.jpg,,low-res+small-file
houston,7,Rothko Chapel,images/landmarks/houston-rothko-chapel.webp,450,338,1.331,24038,https://commons.wikimedia.org/wiki/File:Rothko_chapel.jpg,,low-res+small-file
baracoa,1,Alejandro de Humboldt National Park,images/landmarks/baracoa-alejandro-de-humboldt-national-park.webp,425,319,1.332,35646,https://en.wikipedia.org/wiki/Alejandro_de_Humboldt_National_Park,,low-res
houmt-el-souk,4,Fondouks of Houmt Souk (historic caravanserais),images/landmarks/houmt-el-souk-fondouks-of-houmt-souk.webp,453,340,1.332,16374,https://commons.wikimedia.org/wiki/File:L%E2%80%99entr%C3%A9e_dun_Fondouk_%C3%A0_Houmt_Souk.jpg,,low-res+small-file
manzanillo,0,El Pez Vela (Giant Sailfish Monument),images/landmarks/manzanillo-el-pez-vela.webp,778,584,1.332,45202,https://commons.wikimedia.org/wiki/File:Pez_Vela_en_malecon_-_panoramio.jpg,,low-res
manzanillo,7,Laguna de Cuyutlán,images/landmarks/manzanillo-laguna-de-cuyutlan.webp,778,584,1.332,44292,https://commons.wikimedia.org/wiki/File:Desembocadura_de_la_Laguna_de_Cuyutlan_-_panoramio.jpg,,low-res
astana,9,Ishim River Embankment,images/landmarks/astana-ishim-river-embankment.webp,240,180,1.333,1854,https://commons.wikimedia.org/wiki/File:IshiminAstana.jpg,,low-res+small-file
abu-dhabi,6,Abu Dhabi Corniche,images/landmarks/abu-dhabi-abu-dhabi-corniche.webp,320,240,1.333,11024,https://commons.wikimedia.org/wiki/File:Abu_Dhabi_Corniche.jpg,,low-res+small-file
malabo,8,Malabo Port and Waterfront,images/landmarks/malabo-port-waterfront.webp,320,240,1.333,14158,https://commons.wikimedia.org/wiki/File:Malabo.jpg,,low-res+small-file
rotorua,9,Lake Tikitapu (Blue Lake),images/landmarks/rotorua-lake-tikitapu-blue-lake.webp,384,288,1.333,12000,https://en.wikipedia.org/wiki/Lake%20Tikitapu,,low-res+small-file
antsiranana,9,Ankarana Special Reserve,images/landmarks/antsiranana-ankarana-special-reserve.webp,400,300,1.333,32712,https://commons.wikimedia.org/wiki/File:Ankarana-Mahamasina.jpg,,low-res
dahab,6,Eel Garden,images/landmarks/dahab-eel-garden.webp,480,360,1.333,27466,https://commons.wikimedia.org/wiki/File:Dahab_-_Eel_Garden.jpg,,low-res
hamadan,8,Alvand Mountain,images/landmarks/hamadan-alvand-mountain.webp,500,375,1.333,22462,https://commons.wikimedia.org/wiki/File:Alvand_2007.jpg,,low-res+small-file
kanchanaburi,8,Prasat Muang Sing Historical Park,images/landmarks/kanchanaburi-prasat-muang-sing.webp,500,375,1.333,47332,https://commons.wikimedia.org/wiki/File:Mueang_Sing.jpg,,low-res
wuyishan,3,Wuyi Palace (Wuyigong),images/landmarks/wuyishan-wuyi-palace-wuyigong.webp,500,375,1.333,33018,https://commons.wikimedia.org/wiki/File:Wuyi_palace.jpg,,low-res
yamoussoukro,1,Presidential Palace & Sacred Crocodile Lake,images/landmarks/yamoussoukro-presidential-palace-crocodile-lake.webp,500,375,1.333,33076,https://commons.wikimedia.org/wiki/File:Presidential_Palace_in_Yamoussoukro.jpg,,low-res
kinshasa,0,Congo River at Pool Malebo,images/landmarks/kinshasa-congo-river-at-pool-malebo.webp,540,405,1.333,79872,https://commons.wikimedia.org/wiki/File:Kinshasa_&_Brazzaville_-_ISS007-E-6305.jpg,,low-res
