City,Column,Old,New
Chongqing,Food 6 Photo File,,images/food/gaiwan-tea-in-old-teahouses.webp
Chongqing,Food 6 Photo Credit,,https://commons.wikimedia.org/wiki/File:Chinese_tea_set_and_three_gaiwan.jpg
Chongqing,Food 7 Photo File,,images/food/shancheng-and-chongqing-beer.webp
Chongqing,Food 7 Photo Credit,,https://commons.wikimedia.org/wiki/File:HK_%E6%9F%B4%E7%81%A3_Chai_Wan_%E5%BA%B7%E6%B0%91%E8%A1%97_118_Hong_Man_Street_%E5%BA%B7%E7%BF%A0%E5%8F%B0%E5%95%86%E6%A5%AD%E4%B8%AD%E5%BF%83_Greenwood_Terrace_%E5%AF%8C%E8%87%A8%E7%9A%87%E5%AE%AE_FuLum_Palace_Restaurant_%E8%97%8D%E5%A6%B9%E5%95%A4%E9%85%92_Blue_Girl_beer_bottle_white_table_June_2018_IX2.jpg
Christchurch,Food 1 Photo File,,images/food/greenshell-mussels.webp
Christchurch,Food 1 Photo Credit,,https://commons.wikimedia.org/wiki/File:Fish_stuffed_with_Thai_herbs.jpg
Christchurch,Food 2 Photo File,,images/food/whitebait-fritters.webp
Christchurch,Food 2 Photo Credit,,https://commons.wikimedia.org/wiki/File:Gianchetti_and_poutine.jpg
Christchurch,Food 3 Photo File,,images/food/canterbury-lamb.webp
Christchurch,Food 3 Photo Credit,,https://commons.wikimedia.org/wiki/File:Tavuk_G%C3%B6%C4%9Fs%C3%BC_Dessert.jpg
Christchurch,Food 4 Photo File,,images/food/akaroa-salmon.webp
Christchurch,Food 4 Photo Credit,,https://www.flickr.com/photos/51035597937@N01/5749004790
Christchurch,Food 5 Photo File,,images/food/hokey-pokey-ice-cream.webp
Christchurch,Food 5 Photo Credit,,https://commons.wikimedia.org/wiki/File:Honeycomb_ice_cream_and_hot_toffee_sauce_%285725734559%29.jpg
Christchurch,Food 6 Photo File,,images/food/cheese-rolls.webp
Christchurch,Food 6 Photo Credit,,https://commons.wikimedia.org/wiki/File:Cheese_rolls%2C_Otago%2C_New_Zealand.jpg
Christchurch,Food 7 Photo File,,images/food/waipara-valley-wine.webp
Christchurch,Food 7 Photo Credit,,https://commons.wikimedia.org/wiki/File:New_Zealand_wines_-_a_selection.jpg
Christchurch,Food 8 Photo File,,images/food/canterbury-craft-beer.webp
Christchurch,Food 8 Photo Credit,,https://commons.wikimedia.org/wiki/File:Beer_jugs.jpg
Cienfuegos,Food 1 Photo File,,images/food/langosta-a-la-plancha.webp
Cienfuegos,Food 1 Photo Credit,,https://www.flickr.com/photos/34128007@N04/8558909573
Cienfuegos,Food 2 Photo File,,images/food/ropa-vieja.webp
Cienfuegos,Food 2 Photo Credit,,https://commons.wikimedia.org/wiki/File:Cubanfood.jpg
Cienfuegos,Food 3 Photo File,,images/food/arroz-congri.webp
Cienfuegos,Food 3 Photo Credit,,https://commons.wikimedia.org/wiki/File:Ropa_viecha_2.jpg
Cienfuegos,Food 4 Photo File,,images/food/pescado-al-camaron.webp
Cienfuegos,Food 4 Photo Credit,,https://commons.wikimedia.org/wiki/File:Cebiche_de_corvina.JPG
Cienfuegos,Food 5 Photo File,,images/food/cerdo-asado-con-yuca-y-mojo.webp
Cienfuegos,Food 5 Photo Credit,,https://www.flickr.com/photos/32870650@N08/4044398952
Cienfuegos,Food 6 Photo File,,images/food/tostones-and-frituras.webp
Cienfuegos,Food 6 Photo Credit,,https://commons.wikimedia.org/wiki/File:Cochifrito-Madrid.jpg
Cienfuegos,Food 7 Photo File,,images/food/cafe-cubano.webp
Cienfuegos,Food 7 Photo Credit,,https://commons.wikimedia.org/wiki/File:Caf%C3%A9_con_leche.jpg
Cienfuegos,Food 8 Photo File,,images/food/mojito-daiquiri-and-guarapo.webp
Cienfuegos,Food 8 Photo Credit,,https://www.flickr.com/photos/72949902@N00/5084101811
Cinque Terre,Food 1 Photo File,,images/food/trofie-al-pesto.webp
Cinque Terre,Food 1 Photo Credit,,https://commons.wikimedia.org/wiki/File:Trofie_pasta_macro.jpg
Cinque Terre,Food 3 Photo File,,images/food/focaccia-ligure.webp
Cinque Terre,Food 3 Photo Credit,,https://www.flickr.com/photos/35034346243@N01/379350534
Cinque Terre,Food 4 Photo File,,images/food/frittura-mista-di-mare.webp
Cinque Terre,Food 4 Photo Credit,,https://www.flickr.com/photos/18244673@N00/416698556
Cinque Terre,Food 5 Photo File,,images/food/muscoli-ripieni.webp
Cinque Terre,Food 5 Photo Credit,,https://www.flickr.com/photos/7666989@N04/3709699727
Cinque Terre,Food 6 Photo File,,images/food/tegame-alla-vernazzana.webp
Cinque Terre,Food 6 Photo Credit,,https://www.flickr.com/photos/95142644@N00/6033894191
Cinque Terre,Food 7 Photo File,,images/food/sciacchetra.webp
Cinque Terre,Food 7 Photo Credit,,https://www.flickr.com/photos/67975030@N00/7424825034
Cinque Terre,Food 8 Photo File,,images/food/cinque-terre-doc-white.webp
Cinque Terre,Food 8 Photo Credit,,https://www.flickr.com/photos/8462802@N03/2885276647
Cluj-Napoca,Food 1 Photo File,,images/food/varza-a-la-cluj.webp
Cluj-Napoca,Food 1 Photo Credit,,https://commons.wikimedia.org/wiki/File:Yaprak_sarma%2C_Kayseri_style.jpg
Cluj-Napoca,Food 2 Photo File,,images/food/mici.webp
Cluj-Napoca,Food 2 Photo Credit,,https://commons.wikimedia.org/wiki/File:Mititei_aufm_Grill.jpg
Cluj-Napoca,Food 3 Photo File,,images/food/ciorba-sour-soup.webp
Cluj-Napoca,Food 3 Photo Credit,,https://commons.wikimedia.org/wiki/File:Bean_soup_with_tomatoes_and_red_peppers.jpeg
Cluj-Napoca,Food 4 Photo File,,images/food/sarmale-cu-mamaliga.webp
Cluj-Napoca,Food 4 Photo Credit,,https://commons.wikimedia.org/wiki/File:Mamaliga.jpg
Cluj-Napoca,Food 5 Photo File,,images/food/papanasi.webp
Cluj-Napoca,Food 5 Photo Credit,,https://commons.wikimedia.org/wiki/File:Papana%C8%99i_Sinaia.jpg
Cluj-Napoca,Food 6 Photo File,,images/food/kurtoskalacs.webp
Cluj-Napoca,Food 6 Photo Credit,,https://commons.wikimedia.org/wiki/File:K%C3%BCrt%C5%91skal%C3%A1cs2011.jpg
Cluj-Napoca,Food 7 Photo File,,images/food/tuica-and-palinca.webp
Cluj-Napoca,Food 7 Photo Credit,,https://commons.wikimedia.org/wiki/File:%C8%9Auic%C4%83_on_Orthodox_Easter_from_Sighet.jpg
Cluj-Napoca,Food 8 Photo File,,images/food/transylvanian-wine.webp
Cluj-Napoca,Food 8 Photo Credit,,https://commons.wikimedia.org/wiki/File:Feteasca_negra_from_Romania.jpg
Cochin,Food 1 Photo File,,images/food/kerala-fish-curry-meen-curry.webp
Cochin,Food 1 Photo Credit,,https://commons.wikimedia.org/wiki/File:Meen_curry_2_%28cropped%29.JPG
Cochin,Food 3 Photo File,,images/food/karimeen-pollichathu.webp
Cochin,Food 3 Photo Credit,,https://www.flickr.com/photos/8047702@N07/5661344450
Cochin,Food 4 Photo File,,images/food/puttu-and-kadala-curry.webp
Cochin,Food 4 Photo Credit,,https://commons.wikimedia.org/wiki/File:Puttu_%28Rice_Flour_steamed_cake%29.jpg
Cochin,Food 5 Photo File,,images/food/chinese-fishing-net-fresh-catch.webp
Cochin,Food 5 Photo Credit,,https://www.flickr.com/photos/39483844@N03/7357651692
Cochin,Food 6 Photo File,,images/food/mattancherry-biryani.webp
Cochin,Food 6 Photo Credit,,https://www.flickr.com/photos/28531775@N06/4477041018
Cochin,Food 7 Photo File,,images/food/toddy-kallu.webp
Cochin,Food 7 Photo Credit,,https://commons.wikimedia.org/wiki/File:Hot_toddy_%281%29.jpg
Cockburn Town,Hood 1 Mid-range Hotel,Turks Head Inn,
Cockburn Town,Hood 1 Budget Hotel,Salt Raker Inn,
Cockburn Town,Hood 2 Description,"The parallel colonial lane one block inland, lined with old street lamps, small waterfront guesthouses, and beach bars; the compact, walkable base where most of Grand Turk's lodging clusters.","The seafront lane at the south end of the historic core, where almost all of Grand Turk's hotels sit - Osprey Beach Hotel, the Salt Raker Inn and the Turks Head Inne all stand on it, facing Cockburn Town Beach; the compact, walkable base for most visitors."
Cockburn Town,Hood 2 High-end Hotel,Osprey Beach Hotel,Salt Raker Inn
Cockburn Town,Hood 2 Mid-range Hotel,Manta House,Osprey Beach Hotel
Cockburn Town,Hood 2 Budget Hotel,Salt Raker Inn,Turks Head Inne
Cockburn Town,Hood 3 Description,"The best beach in town, a quiet north-of-center stretch of powder sand fronting the reef wall, anchored by Bohio Dive Resort; the relaxed base for divers and beachgoers.","A quiet stretch of powder sand north of the town centre, fronting the reef wall and rated the island's best swimming and shore-diving beach; lodging here is limited to a handful of beachfront rental villas."
Cockburn Town,Hood 3 High-end Hotel,Bohio Dive Resort,Sunflower Villa
Cockburn Town,Hood 3 Mid-range Hotel,Island House,
Cockburn Town,Hood 3 Budget Hotel,Manta House,
Cockburn Town,Hood 4 Mid-range Hotel,Crabtree Apartments,Island House
Cockburn Town,Hood 4 Budget Hotel,Island House,
Cockburn Town,Hood 5 Name,Grand Turk Cruise Center,
Cockburn Town,Hood 5 Vibe,nightlife,
Cockburn Town,Hood 5 Description,"The cruise district at the island's southern tip, built around the Grand Turk Cruise Center and Governor's Beach, with Margaritaville, beach bars, watersports, and duty-free shops that come alive on cruise-ship days.",
Cockburn Town,Hood 5 Landmark,Grand Turk Cruise Center Governor's Beach,
Cockburn Town,Hood 5 Map Link,https://www.google.com/maps/search/?api=1&query=Grand%20Turk%20Cruise%20Center%2C%20Cockburn%20Town,
Cockburn Town,Hood 5 High-end Hotel,Osprey Beach Hotel,
Cockburn Town,Hood 5 Mid-range Hotel,Bohio Dive Resort,
Cockburn Town,Hood 5 Budget Hotel,Salt Raker Inn,
Cockburn Town,Food 1 Photo File,,images/food/conch-salad.webp
Cockburn Town,Food 1 Photo Credit,,https://commons.wikimedia.org/wiki/File:Traditional_pizza_from_Napoli.jpg
Cockburn Town,Food 2 Photo File,,images/food/cracked-conch.webp
Cockburn Town,Food 2 Photo Credit,,https://commons.wikimedia.org/wiki/File:Rice_and_Peas.jpg
Cockburn Town,Food 3 Photo File,,images/food/grilled-grouper-and-snapper.webp
Cockburn Town,Food 3 Photo Credit,,https://www.flickr.com/photos/75921150@N00/7276556252
Cockburn Town,Food 4 Photo File,,images/food/peas-and-grits.webp
Cockburn Town,Food 4 Photo Credit,,https://commons.wikimedia.org/wiki/File:Soul_Food_at_Powell%27s_Place.jpg
Cockburn Town,Food 5 Photo File,,images/food/boil-fish-and-johnnycake.webp
Cockburn Town,Food 5 Photo Credit,,https://commons.wikimedia.org/wiki/File:Johnnycakes.jpg
Cockburn Town,Food 6 Photo File,,images/food/rum-punch.webp
Cockburn Town,Food 6 Photo Credit,,https://commons.wikimedia.org/wiki/File:Bowle_Steinhude_2009_20090822_3.JPG
Cockburn Town,Food 7 Photo File,,images/food/bambarra-rum-and-turks-head-beer.webp
Cockburn Town,Food 7 Photo Credit,,https://www.flickr.com/photos/7941044@N06/2904201123
Coimbra,Hood 1 High-end Hotel,Serenata Hostel,Sapientia Boutique Hotel
Coimbra,Hood 1 Mid-range Hotel,Hotel Oslo,Casa Pombal
Coimbra,Hood 1 Budget Hotel,Quinta das Lágrimas,Serenata Hostel
Coimbra,Hood 2 High-end Hotel,Ibis Coimbra Centro,Tivoli Coimbra
Coimbra,Hood 2 Mid-range Hotel,Vila Galé Coimbra,Hotel Oslo
Coimbra,Hood 2 Budget Hotel,Sercotel Espírito Santo,Ibis Coimbra Centro
Coimbra,Hood 3 High-end Hotel,Pousada de Juventude de Coimbra,Hotel Quinta das Lágrimas
Coimbra,Hood 3 Mid-range Hotel,Tryp Coimbra by Meliá,RiverSuites
Coimbra,Hood 3 Budget Hotel,Hotel Dona Inês,Guest House Santa Clara
Coimbra,Hood 4 High-end Hotel,Coimbra Central Hostel,"Hotel Coimbra Aeminium, Affiliated by Meliá"
Coimbra,Hood 4 Mid-range Hotel,Hotel Astoria Coimbra,Casa da Alta
Coimbra,Hood 4 Budget Hotel,Casa dos Bicos Boutique,Pousada de Juventude de Coimbra
Coimbra,Hood 5 High-end Hotel,Rossio Hostel Coimbra,Hotel Ibn-Arrik
Coimbra,Hood 5 Mid-range Hotel,Hotel Bragança,República Guest House
Coimbra,Hood 5 Budget Hotel,Hotel Vila Galé Coimbra Centro,NS Hostel & Suites
Coimbra,Food 1 Photo File,,images/food/chanfana.webp
Coimbra,Food 1 Photo Credit,,https://commons.wikimedia.org/wiki/File:Monumento_em_Homengem_%C3%A0_Chanfana_-_Semide_-_Portugal_%283707573757%29.jpg
Coimbra,Food 2 Photo File,,images/food/leitao-da-bairrada.webp
Coimbra,Food 2 Photo Credit,,https://commons.wikimedia.org/wiki/File:Bacalhau_desfiado_com_migas_e_grelos_%289374133341%29.jpg
Coimbra,Food 3 Photo File,,images/food/feijoada-de-ossos.webp
Coimbra,Food 3 Photo Credit,,https://commons.wikimedia.org/wiki/File:Feijoada_01.jpg
Coimbra,Food 4 Photo File,,images/food/pasteis-de-tentugal.webp
Coimbra,Food 4 Photo Credit,,https://commons.wikimedia.org/wiki/File:Bolinho_de_bacalhau.jpg
Coimbra,Food 5 Photo File,,images/food/arrufada-de-coimbra.webp
Coimbra,Food 5 Photo Credit,,https://commons.wikimedia.org/wiki/File:Folar_de_Chaves.jpg
Coimbra,Food 6 Photo File,,images/food/pasteis-de-santa-clara.webp
Coimbra,Food 6 Photo Credit,,https://commons.wikimedia.org/wiki/File:Encharcadaalentejana.jpg
Coimbra,Food 7 Photo File,,images/food/bairrada-espumante.webp
Coimbra,Food 7 Photo Credit,,https://commons.wikimedia.org/wiki/File:Rabelo_Douro_en%E2%80%93Porto.jpg
Coimbra,Food 8 Photo File,,images/food/licor-beirao.webp
Coimbra,Food 8 Photo Credit,,https://commons.wikimedia.org/wiki/File:Licor-Beir%C3%A3o-%26-Orus_-_Orus_Clothing_%28cropped%29.png
Colmar,Hood 3 Vibe,sights,central
Colmar,Hood 3 Landmark,The Unterlinden Museum and Isenheim Altarpiece,
Colmar,Hood 4 Name,Krutenau,
Colmar,Hood 4 Vibe,quiet,
Colmar,Hood 4 Description,"A historic working-class quarter of the old town, quieter than the main tourist core but just as picturesque.",
Colmar,Hood 4 Landmark,The Krutenau district's former fishmonger and tanner streets,
Colmar,Hood 4 Map Link,https://www.google.com/maps/search/?api=1&query=Krutenau%2C%20Colmar,
Colmar,Hood 4 High-end Hotel,Krutenau district guesthouses,
Colmar,Hood 4 Mid-range Hotel,Quiet old-town apartments,
Colmar,Hood 4 Budget Hotel,Local B&Bs,
Colmar,Hood 5 Name,Christmas Market Squares,
Colmar,Hood 5 Vibe,shopping,
Colmar,Hood 5 Description,"The squares that host Colmar's famous Christmas markets each winter, ringed by mulled-wine stalls and crafts.",
Colmar,Hood 5 Landmark,Place Jeanne d'Arc and Place des Dominicains market squares,
Colmar,Hood 5 Map Link,https://www.google.com/maps/search/?api=1&query=Christmas%20Market%20Squares%2C%20Colmar,
Colmar,Hood 5 High-end Hotel,Market-square hotels,
Colmar,Hood 5 Mid-range Hotel,Central Colmar inns,
Colmar,Hood 5 Budget Hotel,Christmas-season boutique stays,
Colmar,Food 1 Photo File,,images/food/choucroute-garnie.webp
Colmar,Food 1 Photo Credit,,https://commons.wikimedia.org/wiki/File:2021-01-10_13-08-38_ILCE-6500_DSC01353_DxO_%2850958169387%29.jpg
Colmar,Food 2 Photo File,,images/food/baeckeoffe.webp
Colmar,Food 2 Photo Credit,,https://commons.wikimedia.org/wiki/File:Baeckeoffe.jpg
Colmar,Food 3 Photo File,,images/food/tarte-flambee.webp
Colmar,Food 3 Photo Credit,,https://commons.wikimedia.org/wiki/File:Flameukeusche_2.jpg
Colmar,Food 4 Photo File,,images/food/fleischschnacka.webp
Colmar,Food 4 Photo Credit,,https://commons.wikimedia.org/wiki/File:Fleischschnacka.JPG
Colmar,Food 5 Photo File,,images/food/coq-au-riesling.webp
Colmar,Food 5 Photo Credit,,https://commons.wikimedia.org/wiki/File:Gourmet_coq_au_vin.jpg
Colmar,Food 6 Photo File,,images/food/kougelhopf.webp
Colmar,Food 6 Photo Credit,,https://commons.wikimedia.org/wiki/File:Kouglof.png
Colmar,Food 7 Photo File,,images/food/alsace-white-wine.webp
Colmar,Food 7 Photo Credit,,https://commons.wikimedia.org/wiki/File:Gl%C3%BChwein_Weinnachtsmarkt_OS.JPG
Colmar,Food 8 Photo File,,images/food/cremant-d-alsace-and-eaux-de-vie.webp
Colmar,Food 8 Photo Credit,,https://www.flickr.com/photos/84983518@N00/2083968102
Cologne,Hood 2 High-end Hotel,The Qvest Hideaway,Flandrischer Hof
Cologne,Hood 2 Budget Hotel,Hopper Hotel et cetera,Trip Inn Hotel Conti
Cologne,Hood 3 High-end Hotel,25hours Hotel The Circle,Hotel Imperial
Cologne,Hood 3 Mid-range Hotel,Meininger Hotel Koln City Center,STAYERY Cologne Ehrenfeld
Cologne,Hood 3 Budget Hotel,a&o Koln Dom,Weltempfänger Backpacker Hostel
Cologne,Hood 4 High-end Hotel,Wasserturm Hotel Cologne,Novotel Köln City
Cologne,Hood 4 Mid-range Hotel,Lindner Hotel City Plaza,Hopper Hotel St. Josef
Cologne,Hood 4 Budget Hotel,Hotel Ludwig,Mercure Hotel Severinshof Köln City
Cologne,Hood 5 Budget Hotel,B&B Hotel Koln-Messe,Hotel Alt Deutz
Cologne,Landmark 10 Photo File,,images/landmarks/cologne-4711-house-of-fragrances.webp
Cologne,Landmark 10 Photo Credit,,https://commons.wikimedia.org/wiki/File:4711_Glockengasse_Cologne.jpg
Cologne,Food 1 Photo File,,images/food/halve-hahn.webp
Cologne,Food 1 Photo Credit,,https://commons.wikimedia.org/wiki/File:2018-01-04-R%C3%B6ggelchen-5767.jpg
Cologne,Food 4 Photo File,,images/food/koelscher-kaviar.webp
Cologne,Food 4 Photo Credit,,https://commons.wikimedia.org/w/index.php?curid=45576051
Cologne,Food 5 Photo File,,images/food/rheinischer-sauerbraten.webp
Cologne,Food 5 Photo Credit,,https://commons.wikimedia.org/wiki/File:Heldrunger_Sauerbraten_2.JPG
Cologne,Food 6 Photo File,,images/food/dicke-bunne-mit-speck.webp
Cologne,Food 6 Photo Credit,,https://www.flickr.com/photos/68387408@N00/184896409
Cologne,Food 7 Photo File,,images/food/koelsch.webp
Cologne,Food 7 Photo Credit,,https://www.flickr.com/photos/24965986@N00/6159879889
Cologne,Food 8 Photo File,,images/food/gaffel-fassbrause.webp
Cologne,Food 8 Photo Credit,,https://commons.wikimedia.org/wiki/File:Fassbrause.jpg
Colombo,Hood 2 High-end Hotel,Galle Face Hotel,ITC Ratnadipa Colombo
Colombo,Hood 2 Mid-range Hotel,Cinnamon Grand Colombo,Galle Face Hotel
Colombo,Hood 2 Budget Hotel,Hostel Republic at Galle Face,Ramada by Wyndham Colombo
Colombo,Hood 3 Mid-range Hotel,Colombo Courtyard,Jetwing Colombo Seven
Colombo,Hood 3 Budget Hotel,Havelock Place Bungalow,Zylan Colombo
Colombo,Hood 4 Budget Hotel,Golden Sands Hotel Mount Lavinia,Tropic Inn - Mount Lavinia
Colombo,Hood 5 High-end Hotel,ITC Ratnadipa Colombo,Cinnamon Life at City of Dreams
Colombo,Hood 5 Budget Hotel,OZO Colombo,Hotel Nippon Colombo
Colombo,Food 1 Photo File,,images/food/kottu-roti.webp
Colombo,Food 1 Photo Credit,,https://commons.wikimedia.org/wiki/File:Chicken_Kottu.jpg
Colombo,Food 2 Photo File,,images/food/hoppers-and-egg-hoppers.webp
Colombo,Food 2 Photo Credit,,https://commons.wikimedia.org/wiki/File:Appam_-_%E0%AE%85%E0%AE%AA%E0%AF%8D%E0%AE%AA%E0%AE%AE%E0%AF%8D.jpg
Colombo,Food 3 Photo File,,images/food/lamprais.webp
Colombo,Food 3 Photo Credit,,https://commons.wikimedia.org/wiki/File:Lamprais_%282%29.jpg
Colombo,Food 4 Photo File,,images/food/fish-ambul-thiyal.webp
Colombo,Food 4 Photo Credit,,https://commons.wikimedia.org/w/index.php?curid=103649689
Colombo,Food 5 Photo File,,images/food/rice-and-curry-with-pol-sambol.webp
Colombo,Food 5 Photo Credit,,https://commons.wikimedia.org/wiki/File:Pol_Sambol.jpg
Colombo,Food 6 Photo File,,images/food/sri-lankan-crab-curry.webp
Colombo,Food 6 Photo Credit,,https://commons.wikimedia.org/wiki/File:Sri_Lankan_Rice_and_Curry.jpg
Colombo,Food 7 Photo File,,images/food/ceylon-tea.webp
Colombo,Food 7 Photo Credit,,https://commons.wikimedia.org/wiki/File:Ceylon_Pettiagalla_Tea.jpg
Colombo,Food 8 Photo File,,images/food/arrack.webp
Colombo,Food 8 Photo Credit,,https://commons.wikimedia.org/wiki/File:Bottlesofarrack.jpg
Conakry,Areas to Avoid,"Avoid the protest-prone 'Axis' corridor (Route Le Prince through Hamdallaye, Bambeto and Cosa) during demonstrations, and steer clear of any political rallies, which can turn violent quickly.",None noted — standard travel precautions apply
Conakry,Food 1 Photo File,,images/food/riz-gras.webp
Conakry,Food 1 Photo Credit,,https://commons.wikimedia.org/wiki/File:Plat_de_riz_au_gras_plus_viande.jpg
Conakry,Food 2 Photo File,,images/food/poulet-yassa.webp
Conakry,Food 2 Photo Credit,,https://commons.wikimedia.org/wiki/File:Poulet_%C3%A0_la_moambe.JPG
Conakry,Food 3 Photo File,,images/food/fouti-with-sauce-feuille.webp
Conakry,Food 3 Photo Credit,,https://www.flickr.com/photos/49215102@N00/2945364817
Conakry,Food 4 Photo File,,images/food/poisson-braise.webp
Conakry,Food 4 Photo Credit,,https://commons.wikimedia.org/wiki/File:Jacques_Lameloise%2C_escab%C3%A8che_d%27%C3%A9crevisses_sur_gaspacho_d%27asperge_et_cresson.jpg
Conakry,Food 5 Photo File,,images/food/brochettes-and-alloco.webp
Conakry,Food 5 Photo Credit,,https://wordpress.org/photos/photo/5506a3049c/
Conakry,Food 6 Photo File,,images/food/sauce-arachide-maafe.webp
Conakry,Food 6 Photo Credit,,https://www.flickr.com/photos/18244673@N00/360011346
Conakry,Food 7 Photo File,,images/food/bissap-and-jus-de-gingembre.webp
Conakry,Food 7 Photo Credit,,https://www.flickr.com/photos/93841400@N00/6610593933
Conakry,Food 8 Photo File,,images/food/jus-de-bouye-and-fresh-fruit-juice.webp
Conakry,Food 8 Photo Credit,,https://www.flickr.com/photos/65977087@N00/5850769295
Constantine,Landmark 9 Photo File,,images/landmarks/constantine-mellah-slimane-footbridge.webp
Constantine,Landmark 9 Photo Credit,,https://commons.wikimedia.org/wiki/File:Passerelle_Mellah-Slimane_01.jpg
Constantine,Food 1 Photo File,,images/food/chakhchoukha-constantinoise.webp
Constantine,Food 1 Photo Credit,,https://commons.wikimedia.org/w/index.php?curid=87692321
Constantine,Food 2 Photo File,,images/food/trida.webp
Constantine,Food 2 Photo Credit,,https://commons.wikimedia.org/wiki/File:Trida-Algerienne.jpg
Constantine,Food 3 Photo File,,images/food/mhajeb.webp
Constantine,Food 3 Photo Credit,,https://commons.wikimedia.org/w/index.php?curid=125739394
Constantine,Food 4 Photo File,,images/food/jari-and-chorba-frik.webp
Constantine,Food 4 Photo Credit,,https://commons.wikimedia.org/wiki/File:Couscous_%28Alg%C3%A9rie%2C_lieu_exact_non_pr%C3%A9cis%C3%A9%29.jpg
Constantine,Food 5 Photo File,,images/food/tajine-lahlou-and-tajine-jben.webp
Constantine,Food 5 Photo Credit,,https://www.flickr.com/photos/10559879@N00/4247031460
Constantine,Food 6 Photo File,,images/food/constantinois-pastries.webp
Constantine,Food 6 Photo Credit,,https://www.flickr.com/photos/10559879@N00/190413007
Constantine,Food 7 Photo File,,images/food/mint-tea.webp
Constantine,Food 7 Photo Credit,,https://commons.wikimedia.org/wiki/File:Aperol_Spritz_aboard_Viking_Mariella.jpg
Constantine,Food 8 Photo File,,images/food/sharbat.webp
Constantine,Food 8 Photo Credit,,https://commons.wikimedia.org/wiki/File:Sharbat.JPG
Constanța,Food 1 Photo File,,images/food/grilled-black-sea-fish.webp
Constanța,Food 1 Photo Credit,,https://www.flickr.com/photos/10621515@N05/2788288951
Constanța,Food 2 Photo File,,images/food/scrumbie.webp
Constanța,Food 2 Photo Credit,,https://www.flickr.com/photos/45581782@N00/8238035
Constanța,Food 3 Photo File,,images/food/midii.webp
Constanța,Food 3 Photo Credit,,https://www.flickr.com/photos/41930815@N02/5821850660
Constanța,Food 4 Photo File,,images/food/mici.webp
Constanța,Food 4 Photo Credit,,https://commons.wikimedia.org/wiki/File:Mititei_aufm_Grill.jpg
Constanța,Food 5 Photo File,,images/food/placinta-dobrogeana.webp
Constanța,Food 5 Photo Credit,,https://commons.wikimedia.org/wiki/File:Burek_trokut_1.png
Constanța,Food 6 Photo File,,images/food/suberek.webp
Constanța,Food 6 Photo Credit,,https://commons.wikimedia.org/wiki/File:Burek_trokut_1.png
Constanța,Food 7 Photo File,,images/food/murfatlar-wine.webp
Constanța,Food 7 Photo Credit,,https://commons.wikimedia.org/wiki/File:Feteasca_negra_from_Romania.jpg
Constanța,Food 8 Photo File,,images/food/braga-and-turkish-coffee.webp
Constanța,Food 8 Photo Credit,,https://commons.wikimedia.org/wiki/File:Boza.jpg
Copenhagen,Hood 1 Mid-range Hotel,Ibsens Hotel,Sleep in Heaven
Copenhagen,Hood 1 Budget Hotel,Sleep In Heaven Hostel,The Old Factory
Copenhagen,Hood 2 Budget Hotel,Urban House Copenhagen,Cityhub Copenhagen
Copenhagen,Hood 3 High-end Hotel,Nobis Hotel Copenhagen,Charlottehaven
Copenhagen,Hood 3 Mid-range Hotel,Hotel Osterport,Comwell Copenhagen Portside Dolce by Wyndham
Copenhagen,Hood 3 Budget Hotel,Generator Hostel Copenhagen,Go Hotel Osterport
Copenhagen,Hood 4 High-end Hotel,71 Nyhavn Hotel,Cph Living
Copenhagen,Hood 4 Mid-range Hotel,CPH Living,NH Collection Copenhagen
Copenhagen,Hood 4 Budget Hotel,Copenhagen Downtown Hostel,Sankt Annae b&b
Copenhagen,Hood 5 High-end Hotel,Hotel Kong Arthur,Hotel Allegade 10
Copenhagen,Hood 5 Mid-range Hotel,Avenue Hotel Copenhagen,Hotel Hans
Copenhagen,Food 1 Photo File,,images/food/smoerrebroed.webp
Copenhagen,Food 1 Photo Credit,,https://commons.wikimedia.org/wiki/File:Norwegian.open.sandwich-01.jpg
Copenhagen,Food 2 Photo File,,images/food/danish-hot-dog.webp
Copenhagen,Food 2 Photo Credit,,https://commons.wikimedia.org/wiki/File:Njbrkfast.jpg
Copenhagen,Food 3 Photo File,,images/food/stegt-flaesk-med-persillesovs.webp
Copenhagen,Food 3 Photo Credit,,https://commons.wikimedia.org/wiki/File:Stegt_fl%C3%A6sk.jpg
Copenhagen,Food 4 Photo File,,images/food/frikadeller.webp
Copenhagen,Food 4 Photo Credit,,https://commons.wikimedia.org/wiki/File:Frikadeller.jpg
Copenhagen,Food 5 Photo File,,images/food/floedeboller.webp
Copenhagen,Food 5 Photo Credit,,https://commons.wikimedia.org/wiki/File:Flickr_-_cyclonebill_-_Fl%C3%B8debolle.jpg
Copenhagen,Food 6 Photo File,,images/food/wienerbroed-and-kanelsnegl.webp
Copenhagen,Food 6 Photo Credit,,https://commons.wikimedia.org/wiki/File:Rollo_de_canela_%28Cinnamon_roll%29.jpg
Copenhagen,Food 7 Photo File,,images/food/akvavit-and-snaps.webp
Copenhagen,Food 7 Photo Credit,,https://commons.wikimedia.org/wiki/File:Aquavit_Schweden.jpg
Copenhagen,Food 8 Photo File,,images/food/danish-beer-and-gloegg.webp
Copenhagen,Food 8 Photo Credit,,https://commons.wikimedia.org/wiki/File:White_mug_with_red_herbal_Advent_tea_in_Tuntorp.jpg
